Scheme Name,DBT,Economic Distress,Description,Apply Link,min_age,max_age,caste_sc,caste_st,caste_obc,caste_ews,caste_general,caste_bc,caste_sebc,caste_vjnt,caste_sbc,caste_minority,caste_parsi,caste_all,is_farmer,is_student,is_disabled,is_widow,is_pregnant,is_unorganized_worker,is_entrepreneur,is_woman,is_artist,is_exservicemen,is_government,is_orphan,is_elderly,is_journalist,is_ews,is_low_income,income_upper_limit,income_category,sub_categories,primary_category,Residence_Cleaned,Minority_Type,Minority_Cleaned,Disability_Type,Disability_Cleaned,Benefit_Category,Marital_Status_Clean,BPL_Clean,Employment_Status_Clean,Application_Mode_Clean,Scheme_Type_Clean,Location_Clean
MGNREGA (Mahatma Gandhi NREGA),Yes,Yes,100 days wage guarantee to rural households offering unskilled labor.,https://nrega.nic.in,18,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Employment'],Employment,All India,No,No,None,No,Employment Support,All,Yes,Other,Offline,Central,India
MODROB (Modernisation & Removal of Obsolescence),No,No,Funding support to modernize labs in AICTE-approved institutions.,https://aicte-india.org,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,Unspecified,['Education'],Education,All India,No,No,None,No,Financial,All,No,Employed,Online,Central,India
Post-Matric Scholarship for Scheduled Caste,Yes,Yes,Helps SC students complete higher education beyond Class 10.,https://punjabscholarships.gov.in,18,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,BPL,['Education'],Education,Punjab,No,No,None,No,Scholarship,All,Yes,Student,Online,State,Punjab
Mukhyamantri Asangathit Karmakar Ijjat Season Ticket Yojana,No,Yes,Monthly train pass scheme for unorganized sector workers.,N/A,18,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Transport', 'Infrastructure']",Transport,Chhattisgarh,No,No,None,No,Other,All,No,Other,Offline,State,Chhattisgarh
Young Interns Program,No,No,Govt internship for educated youth to gain practical experience.,https://yip.rajasthan.gov.in,18,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,Rajasthan,No,No,None,No,Training,All,No,Student,Online,State,Rajasthan
Mukhyamantri Asangathit Karmakar Cycle Sahayata Yojana,No,Yes,Cycles provided to empower unorganized sector women workers.,N/A,18,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Chhattisgarh,No,No,None,No,In Kind,All,No,Other,Offline,State,Chhattisgarh
Scheme for Soft Loan to the Grant-in-aid / Non-grant-in-aid Institutions,No,No,Soft loans for maintenance and upgradation of infrastructure in aided/unaided institutions.,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,Unspecified,['Education'],Education,Goa,No,No,None,No,Loan,All,No,Other,Offline,State,Goa
Pradhan Mantri Awaas Yojana - Gramin (PMAY-G),Yes,Yes,Flagship scheme to address rural housing shortage with financial and construction aid.,https://pmayg.nic.in,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,BPL,['Housing'],Housing,All India,No,No,None,No,Composite / Multi,All,Yes,Unemployed,Both,Central,India
Technology Development & Utilization Programme for Women (TDUPW),No,No,"Promotes women-led innovation, capacity building and tech development.",https://dst.gov.in,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,Unspecified,[],Other,All India,No,No,None,No,Financial,All,No,Self-Employed,Online,Central,India
Top Class Education for Students with Disabilities,Yes,Yes,Scholarships for PwD students studying in notified top institutions after 12th.,https://scholarships.gov.in,18,25,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,All India,No,No,Unspecified,Yes,Scholarship,All,No,Student,Online,Central,India
INSPIRE Fellowship (DST),No,No,Doctoral-level fellowship for pursuing research in basic and applied sciences.,https://online-inspire.gov.in,21,32,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,[],Other,All India,No,No,None,No,Fellowship,All,No,Other,Online,Central,India
Senior/Junior Fellowships in Culture,No,No,Fellowships awarded to outstanding individuals in cultural fields.,https://indiaculture.nic.in,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Unspecified,['Culture'],Culture,All India,No,No,None,No,Fellowship,All,No,Other,Online,Central,India
Rise Together Scheme,No,Yes,Youth-focused livelihood generation scheme under Mission Youth.,https://missionyouth.jk.gov.in,18,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Business'],Business,Jammu & Kashmir,No,No,None,No,Financial,All,No,Self-Employed,Offline,State,Jammu & Kashmir
Pre-Matric Scholarship for Students with Disabilities,Yes,Yes,Scholarships for disabled students studying in Classes 9–10 in recognized schools.,https://scholarships.gov.in,13,16,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,All India,No,No,Unspecified,Yes,Scholarship,All,Yes,Student,Online,Central,India
Prime Minister’s Scholarship Scheme for RPF/RPSF,Yes,Yes,Scholarships for higher technical education for dependents of RPF/RPSF personnel.,https://www.scholarships.gov.in,18,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,All India,No,No,None,No,Scholarship,All,No,Student,Online,Central,India
Atma Nirbhar Krishi Yojana,No,Yes,Financial assistance to boost agriculture for farmers under Atma Nirbhar initiative.,AP Agriculture Portal – Register/Login{CITATION_START}cite{CITATION_DELIMITER}turn0search8{CITATION_DELIMITER}turn0search48{CITATION_END},0,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Agriculture'],Agriculture,Arunachal Pradesh,No,No,None,No,Financial,All,No,Self-Employed,Offline,State,Arunachal Pradesh
Krushi Aranya Protsaha Yojane (KAPY),No,No,Subsidized seedlings and incentive for tree plantation to increase forest cover.,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Agriculture'],Agriculture,Karnataka,No,No,None,No,Subsidy,All,No,Self-Employed,Offline,State,Karnataka
Dr. B.R. Ambedkar Awas Navinikarn Yojna,Yes,Yes,"₹80,000 for house repair for BPL families under Ambedkar Awas scheme.",N/A,0,100,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BPL,"['Social Welfare', 'Housing']",Social Welfare,Haryana,No,No,None,No,Composite / Multi,All,Yes,Other,Online,State,Haryana
Prime Minister’s Employment Generation Programme (PMEGP),Partial,Yes,Credit-linked subsidy scheme to promote micro-enterprises and employment.,N/A,18,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,Unspecified,"['Business', 'Employment']",Business,All India,No,No,None,No,Composite / Multi,All,No,Unemployed,Online,Central,India
Karkhandar Scheme,No,No,Skilling & training scheme for craft sector trainees from government centers.,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,[],Other,Jammu & Kashmir,No,No,None,No,Training,All,No,Self-Employed,Offline,State,Jammu And Kashmir
The Artist Welfare Fund of Assam,No,Yes,Financial & medical aid to artists via state cultural affairs department.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Unspecified,"['Health', 'Culture']",Health,Assam,No,No,None,No,Composite / Multi,All,No,Other,Offline,State,Assam
YSR Jala Kala,No,Yes,Free borewell drilling for needy farmers to promote groundwater usage.,YSR Jala Kala portal,0,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Agriculture'],Agriculture,Andhra Pradesh,No,No,None,No,Other,All,Yes,Self-Employed,Offline,State,Andhra Pradesh
Contributory Social Security Scheme (CSSS),No,Yes,Contributory pension scheme for marginal workers valid for 5–10 years.,N/A,18,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Jammu & Kashmir,No,No,None,No,Composite / Multi,All,Yes,Other,Offline,State,Jammu And Kashmir
State Programme for Rehabilitation of PwDs,No,Yes,"Disability rehabilitation program under PwD Act, includes aids and community services.",N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Disability', 'Social Welfare']",Disability,Arunachal Pradesh,No,No,Unspecified,Yes,Other,All,No,Disabled,Offline,State,Arunachal Pradesh
Vivah Sahayata Yojana,Yes,Yes,"Marriage support scheme for poor families—₹30,000 assistance for up to 2 female members.",N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Jharkhand,No,No,None,No,Financial,Single,Yes,Unemployed,Offline,State,Jharkhand
Biponi Scheme,No,Yes,Support to MSMEs for trade fair participation and product marketing.,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Business'],Business,Assam,No,No,None,No,Other,All,No,Self-Employed,Offline,State,Assam
Mukhya Mantri Mahila Kisan Sashaktikaran Yojana,No,Yes,Scheme to empower women farmers by providing necessary agricultural support.,N/A,18,60,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,"['Women Welfare', 'Agriculture']",Women Welfare,Gujarat,No,No,None,No,Other,All,Yes,Self-Employed,Offline,State,Gujarat
Scholarship to D.El.Ed Student Teachers (DIET/CTTC),No,No,"₹5,000/month for 2 years to attract talent to teacher education.",N/A,18,30,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,Meghalaya,No,No,None,No,Scholarship,Single,No,Student,Offline,State,Meghalaya
Zero Budget Natural Farming,No,Yes,"Natural farming initiative with training and support, low input cost model.",N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Skill Development', 'Agriculture']",Skill Development,Rajasthan,No,No,None,No,Training,All,No,Self-Employed,Offline,State,Rajasthan
Coffee Dev. NE Region: Supply of Baby Pulpers,Yes,Yes,Financial support for Baby Pulper units to improve coffee quality.,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Agriculture'],Agriculture,Other,No,No,None,No,Composite / Multi,All,No,Self-Employed,Offline,Central,Region
Internship Scheme – DGTR,No,No,Internship scheme for PG students in Trade Remedies Directorate.,N/A,21,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,[],Other,All India,No,No,None,No,Training,Single,No,Student,Online,Central,India
Margin Money Grant to Nano Units,Partial,Yes,Margin money scheme for very small units in manufacturing/services.,N/A,18,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,Unspecified,['Business'],Business,Kerala,No,No,None,No,Financial,All,Yes,Self-Employed,Offline,State,Kerala
Dr. Ambedkar Memorial Award – SC Students,No,No,Top-performing SC students in HS exam get awards (one boy + one girl per region).,N/A,17,19,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,Puducherry,No,No,None,No,Award,Single,No,Student,Offline,State,Puducherry
Financial Aid to SC Pregnant & Lactating Women,No,Yes,Financial assistance for SC women for maternal health and well-being.,N/A,18,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,"['Health', 'Social Welfare']",Health,Puducherry,No,No,None,No,Financial,Married,Yes,Other,Offline,State,Puducherry
House Construction Subsidy for SC People,No,Yes,House construction subsidy for poor SC and EBC households.,N/A,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Housing'],Housing,Puducherry,No,No,None,No,Composite / Multi,All,Yes,Other,Offline,State,Puducherry
Distribution of Free House Sites to SC/EBC,No,Yes,Housing sites for poor SC/EBC people to construct houses.,N/A,0,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Housing'],Housing,Puducherry,No,No,None,No,Financial,All,Yes,Unemployed,Offline,State,Puducherry
Mahatma Gandhi Memorial Award for Clean Houses,No,No,₹500 worth household item award for clean houses of SC families.,N/A,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,[],Other,Puducherry,No,No,None,No,Other,All,No,Other,Offline,State,Puducherry
Financial Aid for Marriage of Poor SC Brides,No,Yes,"₹25,000–₹30,000 grant for marriage of poor SC daughters.",N/A,18,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Puducherry,No,No,None,No,Financial,Single,Yes,Dependent,Offline,State,Puducherry
Mukhyamantri Vridhjan Pension Yojna,Yes,Yes,Monthly pension for 60+ poor residents.,N/A,60,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Unspecified,"['Senior Citizen', 'Social Welfare']",Senior Citizen,Bihar,No,No,None,No,Pension,Widowed,Yes,Retired,Offline,State,Bihar
Coaching & Allied Scheme for Scheduled Castes,No,Yes,Financial aid for coaching to SC youth for competitive exams.,N/A,18,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,Jharkhand,No,No,None,No,Scholarship,Single,Yes,Student,Offline,State,Jharkhand
Pension for Persons with 100% Eye Sight Loss,Yes,Yes,"₹2,000 pension for people with complete blindness.",N/A,10,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Disability', 'Social Welfare']",Disability,Tripura,No,No,Unspecified,Yes,Pension,All,Yes,Disabled,Offline,State,Tripura
Mukhyamantri Samajik Sahayata – Vulnerable Women,Yes,Yes,Monthly pension to vulnerable women needing protection.,N/A,18,59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,"['Women Welfare', 'Social Welfare']",Women Welfare,Tripura,No,No,Unknown,Unknown,Pension,Single,Yes,Unemployed,Offline,State,Tripura
Samagra Samajik Suraksha Vridhavastha Pension,Yes,Yes,Pension for old age people under Samagra Social Security Net.,N/A,60,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Unspecified,"['Senior Citizen', 'Social Welfare']",Senior Citizen,Madhya Pradesh,No,No,None,No,Pension,All,Yes,Retired,Offline,State,Madhya Pradesh
Nirman Shramik Siksha Kaushal Vikas Yojana,No,Yes,Financial help for education of registered labourers’ children.,labour.rajasthan.gov.in,6,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Social Welfare', 'Education']",Social Welfare,Rajasthan,No,No,None,No,Composite / Multi,Single,Yes,Student,Offline,State,Rajasthan
Marriage Aid for Daughters of Poor Widows / Orphan Girls,No,Yes,"₹30,000 for marriage of orphan girls or daughters of poor widows.",edistrict.delhigovt.nic.in,18,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Delhi,No,No,None,No,Other,Single,Yes,Dependent,Offline,State,Delhi
Indira Gandhi National Vridhavastha Pension Yojana,Yes,Yes,Monthly pension for BPL elderly citizens.,socialsecurity.mp.gov.in,60,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Unspecified,"['Senior Citizen', 'Social Welfare']",Senior Citizen,Madhya Pradesh,No,No,None,No,Pension,All,Yes,Retired,Offline,State,Madhya Pradesh
Chief Ministergi Shotharabasingi Tengbang,No,No,Travel concession for all PwDs in Manipur.,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Disability', 'Transport']",Disability,Manipur,No,No,Unspecified,Yes,Other,All,No,Disabled,Offline,State,Manipur
Chief Minister Floriculture Mission,No,No,"Support to floriculture sector (e.g., Gerbera).",N/A,18,60,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Agriculture'],Agriculture,Assam,No,No,None,No,Composite / Multi,All,No,Self-Employed,Offline,State,Assam
Arunachal Pradesh Entrepreneurship Challenge,No,No,Entrepreneur challenge with up to ₹5L reward.,startup.arunachal.gov.in,18,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,Unspecified,['Business'],Business,Arunachal Pradesh,No,No,None,No,Other,All,No,Self-Employed,Online,State,Arunachal Pradesh
Saur Sujala Yojana,Yes,Yes,Solar pump subsidy scheme for farmers.,creda.in ,0,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Agriculture'],Agriculture,Chhattisgarh,No,No,None,No,Subsidy,All,Yes,Self-Employed,Offline,State,Chhattisgarh
ST Poultry Training Stipend Scheme,Yes,Yes,Poultry farming training + stipend for ST farmers.,N/A,18,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Skill Development', 'Employment']",Skill Development,Gujarat,No,No,None,No,Composite / Multi,All,Yes,Self-Employed,Offline,State,Gujarat
Leprosy Pension Scheme,Yes,Yes,Pension for leprosy-affected persons.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Disability', 'Social Welfare']",Disability,Uttar Pradesh,No,No,Unspecified,Yes,Pension,All,Yes,Disabled,Offline,State,Uttar Pradesh
Financial Assistance to Gad-Hanjis,No,Yes,Subsidy for nylon twine to traditional fishermen.,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Social Welfare', 'Agriculture']",Social Welfare,Jammu & Kashmir,No,No,None,No,Subsidy,All,Yes,Self-Employed,Offline,State,Jammu & Kashmir
Dr. Ambedkar Medhavi Chattar Sansodhit Yojna,Yes,Yes,Award for academic excellence among backward caste students.,N/A,10,25,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,Haryana,No,No,None,No,Scholarship,Single,Yes,Student,Offline,State,Haryana
Super IAS 500 Scholarship Manipur,Yes,Yes,Coaching + scholarship for IAS aspirants.,N/A,18,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,Manipur,No,No,None,No,Scholarship,Single,No,Student,Offline,State,Manipur
NACO Internship Programme,No,No,Internship under National AIDS Control Programme.,naco.gov.in,18,100,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Health'],Health,All India,No,No,None,No,Training,Single,No,Student,Online,Central,India
Abhinandan Education Loan Subsidy Scheme,Yes,Yes,"₹50,000 subsidy for education loan repayment.",N/A,18,35,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,"['Financial Support', 'Education']",Financial Support,Assam,No,No,None,No,Composite / Multi,Single,No,Student,Offline,State,Assam
Quality Improvement Programme (QIP),Yes,No,MTech/PhD opportunities for faculty enhancement.,aicte-india.org,25,55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,Unspecified,"['Skill Development', 'Education']",Skill Development,All India,No,No,None,No,Scholarship,All,No,Employed,Online,Central,India
Thayi Bhagya Scheme (Comprehensive Maternal Healthcare),No,Yes,Free healthcare for pregnant women in private hospitals.,N/A,18,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,Unspecified,['Women Welfare'],Women Welfare,Karnataka,No,No,None,No,Other,Married,Yes,Dependent,Offline,State,Karnataka
Death Benefit Scheme (APB&OCWWB),No,Yes,Death benefit for APB&OCWWB workers' families.,N/A,18,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Social Welfare'],Social Welfare,Arunachal Pradesh,No,No,None,No,Other,All,Yes,Other,Offline,State,Arunachal Pradesh
Scholarship to SC Students Studying in Govt. ITIs,Yes,Yes,Scholarship for SC students in ITIs.,N/A,15,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,Haryana,No,No,None,No,Scholarship,Single,Yes,Student,Offline,State,Haryana
Schedule Caste Pre-Metric Scholarship (Class 06 to 08),Yes,Yes,Scholarship for SC students (middle school).,N/A,10,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,Rajasthan,No,No,None,No,Scholarship,Single,Yes,Student,Offline,State,Rajasthan
Livestock Health and Diseases Control,Yes,No,Disease control & health support for livestock.,dahd.nic.in,0,100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Agriculture'],Agriculture,All India,No,No,None,No,Financial,All,No,Self-Employed,Offline,Central,India
Financial Assistance to SC/BC Institutions and Societies,No,Yes,Grants for building/infra for SC/BC societies.,N/A,0,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,Unspecified,['Infrastructure'],Infrastructure,Haryana,No,No,None,No,Financial,All,Yes,Other,Offline,State,Haryana
Chief Minister's Jeevan Jyoti Swaniyojan Yojana,No,Yes,Self-employment scheme for educated unemployed youth,N/A,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Employment'],Employment,Assam,Unknown,Unknown,Unknown,Unknown,Employment Support,All,Unknown,Unemployed,Not Specified,State,Assam
Ramalingaswami Re-Entry Fellowship,No,No,Fellowship to attract Indian scientists abroad to work in India,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Education'],Education,All India,Unknown,Unknown,Unknown,Unknown,Composite / Multi,All,Unknown,Employed,Not Specified,Central,India
Financial Assistance For Development Of Buddhist/Tibetan Arts And Culture,No,N/A,Financial support for preserving Buddhist/Tibetan culture and art,N/A,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Culture'],Culture,All India,Buddhist,Yes,None,No,Financial,All,Unknown,Other,Not Specified,Central,India
Krushi Mahotsav,No,Yes,Agriculture campaign to boost productivity through awareness and training,N/A,18,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Unspecified,['Agriculture'],Agriculture,Gujarat,Unknown,Unknown,None,No,Training,All,Unknown,Employed,Not Specified,State,Gujarat
